STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,POLLUTANT,Pollutant,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,DEU,Germany,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,15.70533,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,DNK,Denmark,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,T_CO2E,Tonnes of CO2-equivalent,2022,,3484,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,DNK,Denmark,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.1270306,,A,Normal value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,11.41824,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.1625428,,A,Normal value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,FIN,Finland,A,Annual,GHG,Greenhouse gases,WAS,Waste,T_CO2E,Tonnes of CO2-equivalent,2022,,1726.61,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,HUN,Hungary,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,T_CO2E,Tonnes of CO2-equivalent,2022,,6213.06,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ISL,Iceland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,32.67695,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ITA,Italy,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,12.53508,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,ENER_OTH,Energy-other,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,0.001342719,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NLD,Netherlands,A,Annual,GHG,Greenhouse gases,WAS,Waste,T_CO2E,Tonnes of CO2-equivalent,2022,,2941.4,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NZL,New Zealand,A,Annual,GHG,Greenhouse gases,ENER,Energy sector,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,36.62986,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECDSO,OECD Asia Oceania,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,11.46829,,E,Estimated value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,TUR,Türkiye,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",IX,Index,2022,,186.7645,,E,Estimated value,0,Units,,,2000,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BGR,Bulgaria,A,Annual,GHG,Greenhouse gases,ENER_OTH,Energy-other,T_CO2E,Tonnes of CO2-equivalent,2022,,39.48,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CAN,Canada,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,707767.56,,E,Estimated value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ESP,Spain,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,36251.57,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,60.39749,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,T_CO2E,Tonnes of CO2-equivalent,2022,,392586,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,FIN,Finland,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,7.405783,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.2499013,,A,Normal value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,HRV,Croatia,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,T_CO2E,Tonnes of CO2-equivalent,2022,,4106.24,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,IRL,Ireland,A,Annual,GHG,Greenhouse gases,IND_PROC,Industrial processes and product use,T_CO2E,Tonnes of CO2-equivalent,2022,,3029.26,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ISR,Israel,A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,-285.8308852,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ITA,Italy,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,6.961086,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,JPN,Japan,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,T_CO2E,Tonnes of CO2-equivalent,2022,,186337.8827,,E,Estimated value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MLT,Malta,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,4.157054,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,IND_PROC,Industrial processes and product use,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,6.2209,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,344864.8,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SVK,Slovak Republic,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,4828.48,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SVN,Slovenia,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,37.10663,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SWE,Sweden,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,45249.27,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,AUS,Australia,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,23782.45057,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,-408.14,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,T_CO2E,Tonnes of CO2-equivalent,2022,,803284,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,FRA,France,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,16.11987,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,HUN,Hungary,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,19.32694,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LTU,Lithuania,A,Annual,GHG,Greenhouse gases,ENER_FU,Fugitive emissions from fuels,T_CO2E,Tonnes of CO2-equivalent,2022,,417.86,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LVA,Latvia,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,T_CO2E,Tonnes of CO2-equivalent,2022,,3141.7,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NLD,Netherlands,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,T_CO2E,Tonnes of CO2-equivalent,2022,,45327.84,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NOR,Norway,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,T_CO2E,Tonnes of CO2-equivalent,2022,,4642.65,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,PRT,Portugal,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,T_CO2E,Tonnes of CO2-equivalent,2022,,8372.43,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,9.354753,,E,Estimated value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,WAS,Waste,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,2.631123,,E,Estimated value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,AUS,Australia,A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,-88374.22265,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,20393.76,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CYP,Cyprus,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,512.21,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,FIN,Finland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.1936849,,A,Normal value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GBR,United Kingdom,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.1341517,,E,Estimated value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,JPN,Japan,A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,-53175,,E,Estimated value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NLD,Netherlands,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,T_CO2E,Tonnes of CO2-equivalent,2022,,18039.53,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NOR,Norway,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,T_CO2E,Tonnes of CO2-equivalent,2022,,12694.4,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,ENER_OSECT,Residential and other sectors,T_CO2E,Tonnes of CO2-equivalent,2022,,47441.19,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ROU,Romania,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,19.27519,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SVN,Slovenia,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,15615.09,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SWE,Sweden,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,30.94448,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,ENER_OTH,Energy-other,T_CO2E,Tonnes of CO2-equivalent,2022,,97.37,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BGR,Bulgaria,A,Annual,GHG,Greenhouse gases,ENER_IND,Energy industries,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,46.25189,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BGR,Bulgaria,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,7.367442,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CHE,Switzerland,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,T_CO2E,Tonnes of CO2-equivalent,2022,,4219.37,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,DEU,Germany,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.1792323,,A,Normal value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,DNK,Denmark,A,Annual,GHG,Greenhouse gases,ENER_FU,Fugitive emissions from fuels,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,0.4624236,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,WAS,Waste,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,2.250863,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,-236401.5,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,GRC,Greece,A,Annual,GHG,Greenhouse gases,ENER_FU,Fugitive emissions from fuels,T_CO2E,Tonnes of CO2-equivalent,2022,,479.26,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,IRL,Ireland,A,Annual,GHG,Greenhouse gases,_T,"Total emissions excluding land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,11.88278,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ISR,Israel,A,Annual,GHG,Greenhouse gases,IND_PROC,Industrial processes and product use,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,8.566061,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,JPN,Japan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_10P3USD,Kilogrammes of CO2-equivalent per 1 000 US dollars,2022,,0.2038841,,E,Estimated value,3,Thousands,Q,Constant prices,2015,,2,Two,PPP,PPP converted
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LTU,Lithuania,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,6.381598,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LVA,Latvia,A,Annual,GHG,Greenhouse gases,LULUCF,"Land use, land-use change and forestry",T_CO2E,Tonnes of CO2-equivalent,2022,,4944.16,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MLT,Malta,A,Annual,GHG,Greenhouse gases,ENER,Energy sector,T_CO2E,Tonnes of CO2-equivalent,2022,,1777.35,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,NOR,Norway,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,T_CO2E,Tonnes of CO2-equivalent,2022,,2819.84,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,8.760284,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,ROU,Romania,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,12.03232,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,TUR,Türkiye,A,Annual,GHG,Greenhouse gases,AGR,Agriculture,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,12.80948,,A,Normal value,0,Units,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,AUS,Australia,A,Annual,GHG,Greenhouse gases,ENER_TRANS,Transport,T_CO2E,Tonnes of CO2-equivalent,2022,,89763.15682,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,AUT,Austria,A,Annual,GHG,Greenhouse gases,ENER_MANUF,Manufacturing industries and construction,PT_EM_GHG,Percentage of greenhouse gas emissions,2022,,14.57757,,A,Normal value,0,Units,,,,,2,Two,,
